 ,red_text,black_text,color,temp
10702,,"Ἀνῆλθες Χριστέ, πρὸς τὸν ἄναρχον Πατέρα σου, ὁ τῶν ἀπεριγράπτων αὐτοῦ κόλπων μὴ χωρισθείς, καὶ προσθήκην αἱ δυνάμεις, τῇ αἰνέσει τοῦ Τρισαγίου οὐκ ἐδέξαντο· ἀλλ' ἕνα Υἱόν, καὶ μετὰ τὴν ἐνανθρώπησιν ἐγνώρισάν σε Κύριε, μονογενῆ τοῦ Πατρός. Ἐν πλήθει σῶν οἰκτιρμῶν, ἐλέησον ἡμᾶς.",black,
10703,Ἦχος α',,red,
10704,,"Οἱ Ἄγγελοί σου Κύριε, τοῖς Ἀποστόλοις ἔλεγον· Ἄνδρες Γαλιλαῖοι, τί ἑστήκατε βλέποντες εἰς τὸν οὐρανόν; οὗτός ἐστιν Χριστὸς ὁ Θεός, ὁ ἀναληφθεὶς ἀφ' ἡμῶν εἰς τὸν οὐρανόν, οὗτος ἐλεύσεται πάλιν ὃν τρόπον ἐθεάσασθε αὐτόν, πορευόμενον εἰς τὸν οὐρανόν, λατρεύσατε αὐτῷ, ἐν ὁσιότητι καὶ δικαιοσύνῃ.",black,
10705,,Δόξα... Καὶ νῦν...,black,
10706,Ἦχος β',,red,
10707,,"Ἐτέχθης, ὡς αὐτὸς ἠθέλησας, ἐφάνης, ὡς αὐτὸς ἠβουλήθης, ἔπαθες σαρκὶ ὁ Θεὸς ἡμῶν, ἐκ νεκρῶν ἀνέστης, πατήσας τὸν θάνατον, ἀνελήφθης ἐν δόξῃ, ὁ τὰ σύμπαντα πληρῶν, καὶ ἀπέστειλας ἡμῖν Πνεῦμα θεῖον, τοῦ ἀνυμνεῖν καὶ δοξάζειν σου τὴν Θεότητα.",black,
10708,Προκείμενον Ἦχος βαρὺς,,red,
10709,,"Ὁ Θεὸς ἡμῶν ἐν τῷ οὐρανῷ καὶ ἐν τῇ γῇ, πάντα ὅσα ἠθέλησεν, ἐποίησεν.",black,
10710,Στίχ.,,red,
10711,,Ἐν ἐξόδῳ Ἰσραὴλ ἐξ Αἰγύπτου.,black,
10712,Στίχ.,,red,
10713,,"Ἡ θάλασσα εἶδε καὶ ἔφυγεν, ὁ Ἰορδάνης ἐστράφη εἰς τὰ ὀπίσω.",black,
10714,Στίχ.,,red,
10715,,"Τί σοι ἐστὶ θάλασσα, ὅτι ἔφυγες, καὶ σὺ Ἰορδάνη, ὅτι ἐστράφης εἰς τὰ ὀπίσω;",black,
10716,Ἀπόστιχα,,red,
10717,Ἦχος β',,red,
10718,Ὅτε ἐκ τοῦ ξύλου σε νεκρὸν,,red,
10719,,"Λέγει ὁ τὰ σύμπαντα πληρῶν, πρὸς τοὺς Μαθητὰς ἐν τῷ ὄρει, τῶν Ἐλαιῶν ἀνελθών· Ἤγγικεν ὦ φίλοι μου, ὁ τῆς ἀνόδου καιρός, πορευθέντες διδάξατε, τὰ ἔθνη τόν λόγον, ὄνπερ ἀκηκόατε, ἐκ τῆς φωνῆς τῆς ἐμῆς. Τότε, ἀνελήφθη ἐν δόξῃ, ὥσπερ ἐπ' ὀχήματος· ὅθεν, τρόμῳ οἱ Ἀπόστολοι ἐξίσταντο.",black,
10720,Στίχ.,,red,
10721,Κατανυκτικὸν,,red,
10722,Ἦχος β',,red,
10723,,"Ὅτε τῇ Μητρὶ σὺν Μαθηταῖς, συνοδοιποροῦσιν ἀλλήλοις, εἰς Βηθανίαν Χριστέ, ὕψωσας τὰς χεῖράς σου, εἰς εὐλογίαν αὐτῶν, καὶ ἐν τῷ εὐλογεῖν αὐτούς, νεφέλη φωτός σε, ἐκ τῶν ὀφθαλμῶν αὐτῶν, εὐθὺς ἀνέλαβε, τότε, ἀνελήφθης ἐν δόξῃ, καὶ δεξιοκάθεδρος ὄντως, ὤφθης τῷ Πατρὶ συμπροσκυνούμενος.",black,
10724,Στίχ.,,red,
10725,Μαρτυρικὸν,,red,
10726,Ἦχος β',,red,
10727,,"Δεῦτε συνανέλθωμεν πιστοί, ἐπὶ τὸ μετέωρον ὄρος, τῶν Ἐλαιῶν, καὶ ἐκεῖ, ὥσπερ οἱ Ἀπόστολοι, συνανερχόμενοι, καὶ εἰς ὕψος ἐπάραντες, καρδίας καὶ φρένας, ἴδωμεν τὸν Κύριον, νῦν ἐποχούμενον· ὅθεν, καὶ ἡμεῖς εὐχαρίστως, χαίροντες βοήσωμεν· Δόξα, τῇ σῇ Ἀναλήψει Πολυέλεε.",black,
10728,,Δόξα... Καὶ νῦν...,black,
10729,Ἦχος πλ. β',,red,
10730,,"Ἐν τοῖς ὄρεσι τοῖς ἁγίοις, θεωροῦντές σου τὰς ὑψώσεις Χριστέ, τὸ ἀπαύγασμα τῆς δόξης τοῦ Πατρός, ἀνυμνοῦμέν σου τὴν φωτοειδῆ τοῦ προσώπου μορφήν, προσκυνοῦμέν σου τὰ Παθήματα, τιμῶμεν τὴν Ἀνάστασιν, τὴν ἔνδοξον Ἀνάληψιν δοξάζοντες, ἐλέησον ἡμᾶς.",black,
10731,Ἀπολυτίκιον,,red,
10732,Ἦχος δ',,red,
10733,,"Ἀνελήφθης ἐν δόξῃ, Χριστὲ ὁ Θεὸς ἡμῶν, χαροποιήσας τοὺς Μαθητάς, τῇ ἐπαγγελίᾳ τοῦ ἁγίου Πνεύματος· βεβαιωθέντων αὐτῶν διὰ τῆς εὐλογίας, ὅτι σὺ εἶ ὁ Υἱός τοῦ Θεοῦ, ὁ λυτρωτὴς τοῦ κόσμου.",black,
10734,ΕΙΣ ΤΟΝ ΟΡΘΡΟΝ,,red,temp
10735,"Μετὰ τὴν α' Στιχολογίαν, Καθίσματα",,red,
10736,Ἦχος πλ. δ',,red,
10737,Τὸ προσταχθὲν μυστικῶς,,red,
10738,,"Ἐπὶ τοῦ ὄρους ἀνελθὼν τοῦ Ἐλαιῶνος, ὁ ἐλεήμων Ἰησοῦς, αὐτόθεν ἤρθης· φωτεινὴ γὰρ νεφέλη ἐκ γῆς σε ὑπέλαβεν, ὁρώντων τῶν Μαθητῶν σου θαῦμα φρικτόν, βοώντων τῶν Ἀσωμάτων ἐν οὐρανοῖς. Φόβῳ πύλαι ἐπάρθητε, ταῖς ἀνωτέραις στρατιαῖς, μεθ' ὧν σε Βασιλέα ὑμνεῖ, πᾶσα κτίσις, τὸν πάντων Θεόν.",black,
10739,(Δίς),,red,
10740,"Μετὰ τὴν β' Στιχολογίαν, Κάθισμα τῆς Ἑορτῆς",,red,
10741,Ἦχος πλ. δ',,red,
10742,Τὴν Σοφίαν καὶ Λόγον,,red,
10743,,"Ἐπιβὰς ἐν νεφέλαις τῶν οὐρανῶν, καταλείψας εἰρήνην τοῖς ἐπὶ γῆς, ἀνῆλθες καὶ ἐκάθισας, τοῦ Πατρὸς δεξιόθεν, ὡς ὁμοούσιος τούτῳ, ὑπάρχων καὶ Πνεύματι· ἐν σαρκὶ γὰρ ὤφθης, ἀλλ' ἄτρεπτος ἔμεινας· ὅθεν ἀναμένεις, συντελείας τὸ πέρας, τοῦ κρῖναι ἐρχόμενος, ἐπὶ γῆς κόσμον ἅπαντα. Δικαιοκρίτα Κύριε, φεῖσαι τῶν ψυχῶν ἡμῶν, τῶν πταισμάτων ἄφεσιν δωρούμενος, ὡς Θεὸς ἐλεήμων τοῖς δούλοις σου.",black,
10744,(Δίς),,red,
10745,"Κανών α', ᾨδὴ α', τῆς Ἑορτῆς",,red,
10746,Ἦχος πλ. α',,red,
10747,Ὁ Εἱρμὸς,,red,
10748,,"«Τῷ Σωτῆρι Θεῷ, τῷ ἐν θαλάσσῃ λαόν, ποσὶν ἀβρόχοις ὁδηγήσαντι, καὶ Φαραὼ πανστρατιᾷ καταποντίσαντι, αὐτῷ μόνῳ ᾄσωμεν, ὅτι δεδόξασται».",black,
10749,,"ᾌσωμεν πάντες λαοὶ τῷ ἐπὶ ὤμων Χερουβὶμ ἀναληφθέντι, μετὰ δόξης Χριστῷ, καὶ συγκαθίσταντι ἡμᾶς ἐν δεξιᾷ τοῦ Πατρός, ᾠδὴν ἐπινίκιον, ὅτι δεδόξασται.",black,
10750,,"Τὸν μεσίτην Θεοῦ καὶ ἀνθρώπων Χριστόν, χοροὶ Ἀγγέλων θεασάμενοι, μετὰ σαρκὸς ἐν ὑψίστοις ἐξεπλήττοντο· συμφώνως δὲ ἀνέμελπον, ὕμνον ἐπινίκιον.",black,
10751,,"Τῷ ὀφθέντι Θεῷ, ἐπὶ τοῦ ὄρους Σινᾶ, καὶ νόμον δόντι τῷ θεόπτῃ Μωσεῖ, τῶν Ἐλαιῶν ἐκ τοῦ ὄρους ἀναληφθέντι σαρκί, αὐτῷ πάντες ᾄσωμεν, ὅτι δεδόξασται.",black,
10752,Θεοτοκίον,,red,
10753,,"Ἄχραντε Μῆτερ Θεοῦ, τὸν σαρκωθέντα ἐκ σοῦ, καὶ ἐκ τῶν κόλπων τοῦ γεννήτορος μὴ ἐκφοιτήσαντα Θεόν, ἀπαύστως πρέσβευε, ἐκ πάσης περιστάσεως, σῶσαι οὓς ἔπλασεν.",black,
10754,"Κανών α', ᾨδὴ γ', τῆς Ἑορτῆς",,red,
10755,Ἦχος πλ. α',,red,
10756,Ὁ Εἱρμὸς,,red,
10757,,"«Δυνάμει τοῦ Σταυροῦ σου Χριστέ, στερέωσόν μου τὴν διάνοιαν, εἰς τὸ ὑμνεῖν καὶ δοξάζειν σου, τὴν σωτήριον Ἀνάληψιν».",black,
10758,,"Ἀνῆλθες Ζωοδότα Χριστέ, πρὸς τὸν Πατέρα καὶ ἀνύψωσας, ἡμῶν τὸ γένος φιλάνθρωπε, τῇ ἀφάτῳ εὐσπλαγχνίᾳ σου.",black,
10759,,"Αἱ τάξεις τῶν Ἀγγέλων Σωτήρ, βροτείαν φύσιν θεασάμεναι, συνανιοῦσάν σοι, ἀπαύστως, ἐκπληττόμεναι ἀνύμνουν σε.",black,
10760,,"Ἐξίσταντο Ἀγγέλων χοροί, Χριστὲ ὁρῶντες μετὰ σώματος, ἀναληφθέντα, καὶ ἀνύμνουν, τὴν ἁγίαν σου Ἀνάληψιν.",black,
10761,,"Τὴν φύσιν τῶν ἀνθρώπων Χριστέ, φθορᾷ πεσοῦσαν ἐξανέστησας, καὶ τῇ ἀνόδῳ σου ὕψωσας, καὶ σαυτῷ ἡμᾶς ἐδόξασας.",black,
10762,Θεοτοκίον,,red,
10763,,"Ἱκέτευε ἀπαύστως Ἁγνή, τὸν προελθόντα ἐκ λαγόνων σου, ῥυσθῆναι πλάνης Διαβόλου, τοὺς ὑμνοῦντάς σε Μητέρα Θεοῦ.",black,
10764,Κοντάκιον,,red,
10765,Ἦχος πλ. β',,red,
10766,Αὐτόμελον,,red,
10767,,"Τὴν ὑπὲρ ἡμῶν πληρώσας οἰκονομίαν, καὶ τὰ ἐπὶ γῆς ἑνώσας τοῖς οὐρανίοις, ἀνελήφθης ἐν δόξῃ, Χριστε ὁ Θεὸς ἡμῶν, οὐδαμόθεν χωριζόμενος, ἀλλὰ μένων ἀδιάστατος, καὶ βοῶν τοῖς ἀγαπῶσί σε· Ἐγώ εἰμι μεθ' ὑμῶν,",black,
10768,"Κανών α', ᾨδὴ δ', τῆς Ἑορτῆς",,red,
10769,Ἦχος πλ. α',,red,
10770,Ὁ Εἱρμὸς,,red,
10771,,"«Εἰσακήκοα Κύριε τὴν ἀκοήν, τῆς δυναστείας τοῦ Σταυροῦ σου, ὡς Παράδεισος ἠνοίγη δι' αὐτοῦ, καὶ ἐβόησα· Δόξα τῇ δυνάμει σου Κύριε».",black,
10772,,"Ἀνελήφθης ἐν δόξῃ, ὁ τῶν Ἀγγέλων Βασιλεύς, τὸν Παράκλητον ἡμῖν ἐκ τοῦ Πατρὸς ἀποστεῖλαι. Διὸ βοῶμεν· Δόξα Χριστὲ τῇ Ἀναλήψει σου.",black,
10773,,"Ὡς ἀνῆλθεν ὁ Σωτήρ, πρὸς τὸν Πατέρα σὺν σαρκί, κατεπλάγησαν αὐτῷ, αἱ τῶν Ἀγγέλων στρατιαί, καὶ ἐβόησαν· Δόξα Χριστὲ τῇ, Ἀναλήψει σου.",black,
10774,,"Αἱ τῶν Ἀγγέλων δυνάμεις, ταῖς ἀνωτέραις ἐβόων· Πύλας ἄρατε Χριστῷ, τῷ ἡμετέρῳ Βασιλεῖ, ὃν ἀνυμνοῦμεν, ἅμα σὺν Πατρὶ καὶ τῷ Πνεύματι.",black,
10775,Θεοτοκίον,,red,
10776,,"Ἡ Παρθένος ἔτεκε, καὶ τὰ μητέρων οὐκ ἔγνω, ἀλλὰ Μήτηρ μὲν ἐστί· Παρθένος δὲ διέμεινεν, ἣν ἀνυμνοῦντες, Χαῖρε Θεοτόκε κραυγάζομεν.",black,
10777,"Κανών α', ᾨδὴ ε', τῆς Ἑορτῆς",,red,
10778,Ἦχος πλ. α',,red,
10779,Ὁ Εἱρμὸς,,red,
10780,,"«Ὀρθρίζοντες βοῶμέν σοι· Κύριε Σῶσον ἡμᾶς· σὺ γὰρ εἶ Θεὸς ἡμῶν, ἐκτός σου ἄλλον οὐκ οἴδαμεν».",black,
10781,,"Πληρώσας εὐφροσύνης τὰ σύμπαντα ἐλεῆμον, ταῖς ἄνω δυνάμεσι, μετὰ σαρκὸς ἐπεδήμησας.",black,
10782,,"Ἀγγέλων αἱ δυνάμεις, αἰρόμενόν σε ἰδοῦσαι, τὰς πύλας, ἐκραύγαζον, τῷ Βασιλεῖ ἡμῶν ἄρατε.",black,
10783,,"Ἀπόστολοι ἰδόντες ὑψούμενον, τὸν Σωτῆρα, ἐν τρόμῳ ἐκραύγαζον· τῷ Βασιλεῖ ἡμῶν δόξα σοι.",black,
10784,Θεοτοκίον,,red,
10785,,"Παρθένον μετὰ τόκον ὑμνοῦμέν σε, Θεοτόκε· σὺ γὰρ τὸν Θεὸν Λόγον, σαρκὶ τῷ κόσμῳ ἐκύησας.",black,
10786,"Κανών α', ᾨδὴ ς', τῆς Ἑορτῆς",,red,
10787,Ἦχος πλ. α',,red,
10788,Ὁ Εἱρμὸς,,red,
10789,,"«Ἐκύκλωσέ με ἄβυσσος, ταφή μοι τὸ κῆτος ἐγένετο· ἐγὼ δὲ ἐβόησα πρὸς σὲ τὸν φιλάνθρωπον καὶ ἔσωσέ με ἡ δεξιά σου Κύριε».",black,
10790,,"Ἐσκίρτησαν Ἀπόστολοι, ὁρῶντες μετάρσιον σήμερον, τὸν κτίστην αἰρόμενον ἐλπίδι τοῦ Πνεύματος, καὶ φόβῳ ἔκραζον· Δόξα τῇ ἀνόδῳ σου.",black,
10791,,"Ἐπέστησαν οἱ Ἄγγελοι, βοῶντες Χριστέ, τοῖς Μαθηταῖς σου· ὃν τρόπον κατείδετε, Χριστὸν ἀνερχόμενον, σαρκὶ ἐλεύσεται, δίκαιος πάντων κριτής.",black,
10792,,"Ὡς εἶδόν σε Σωτὴρ ἡμῶν, δυνάμεις αἱ οὐράνιαι, εἰς ὕψος αἰρόμενον σύσσωμον, ἐκραύγαζον λέγουσαι· μεγάλη Δέσποτα ἡ φιλανθρωπία σου.",black,
10793,Θεοτοκίον,,red,
10794,,"Βάτον σε ἀκατάφλεκτον, καὶ ὄρος καὶ κλίμακα ἔμψυχον, καὶ πύλην οὐράνιον, ἀξίως δοξάζομεν, Μαρία ἔνδοξε, ὀρθοδόξων καύχημα.",black,
10795,"Κανών α', ᾨδὴ ζ', τῆς Ἑορτῆς",,red,
10796,Ἦχος πλ. α',,red,
10797,Ὁ Εἱρμὸς,,red,
10798,,"«Ὁ ἐν καμίνῳ πυρός, τοὺς ὑμνολόγους σώσας Παῖδας, εὐλογητὸς ὁ Θεός, ὁ τῶν Πατέρων ἡμῶν».",black,
10799,,"Ὁ ἐν νεφέλῃ φωτός, ἀναληφθεὶς καὶ σώσας κόσμον, εὐλογητὸς ὁ Θεός, ὁ τῶν πατέρων ἡμῶν.",black,
10800,,"Ἐπὶ τῶν ὤμων Χριστέ, τὴν πλανηθεῖσαν ἄρας φύσιν, ἀναληφθείς, τῷ Θεῷ καὶ Πατρὶ προσήγαγες.",black,
10801,,"Ὁ ἀνελθὼν ἐν σαρκί, πρὸς τὸν ἀσώματον Πατέρα, εὐλογητὸς ὁ Θεός, ὁ τῶν Πατέρων ἡμῶν.",black,
10802,,"Τὴν νεκρωθεῖσαν ἡμῶν, τῇ ἁμαρτίᾳ φύσιν ἄρας, τῷ σῷ ἰδίῳ Πατρὶ Σῶτερ προσήγαγες.",black,
10803,Θεοτοκίον,,red,
10804,,"Ὁ ἐκ Παρθένου τεχθείς, ἣν Θεοτόκον ἀπειργάσω, εὐλογητὸς ὁ Θεός, ὁ τῶν Πατέρων ἡμῶν.",black,
10805,"Κανών α', ᾨδὴ η', τῆς Ἑορτῆς",,red,
10806,Ἦχος πλ. α',,red,
10807,Ὁ Εἱρμὸς,,red,
10808,,"«Τὸν ἐκ Πατρὸς πρὸ αἰώνων, γεννηθέντα Υἱὸν καὶ Θεόν, καὶ ἐπ' ἐσχάτων τῶν χρόνων σαρκωθέντα ἐκ Παρθένου Μητρός, ἱερεῖς ὑμνεῖτε, λαὸς ὑπερυψοῦτε, εἰς πάντας τοὺς αἰῶνας».",black,
10809,,"Τὸν ἐν δυσὶ ταῖς οὐσίαις, ἀναστάντα ζωοδότην Χριστόν, εἰς οὐρανοὺς μετὰ δόξης καὶ Πατρὶ συγκαθεζόμενον, ἱερεῖς ὑμνεῖτε, λαὸς ὑπερυψοῦτε, εἰς πάντας τούς αἰῶνας.",black,
10810,,"Τὸν ἐκ δουλείας τὴν κτίσιν, τῶν εἰδώλων λυτρωσάμενον, καὶ παραστήσαντα ταύτην, ἐλευθέραν τῷ ἰδίῳ Πατρί, σὲ Σωτὴρ ὑμνοῦμεν, καὶ σὲ ὑπερυψοῦμεν, εἰς πάντας τοὺς αἰῶνας.",black,
